"Коментарна тема за марката и нейните продуктите.Моля, кажете кой е вашия/вашите любими продукти от бялата козметика на Estee Lauder!старата тема.Компанията Estee Lauder, която днес наследниците на великата Жосефина Естер или Ести, управляват повече от успешно, в момента има в портфолиото си дълъг списък от козметични марки под своето покровителство, сред които Clinique, Aramis, M.A.C, Lab series, La mer, Bobbi Brown, Donna Karan, Tom Ford, Tommy Hilfiger и др.",0.0
Най-любимия ми продукт на ЕЛ е серум ANR,5.0
"Благодаря за темата, Денси Аз не съм пробвала бяла козметика на ЕЛ, но смятам да поправя тази грешка със серума АНР Набелязала съм и крем от серията Resilience Lift , ако някоя от вас е ползвала, ще се радвам да сподели.",0.0
"От това, което съм ползвала от бялата козметика и на мен АNR ми е фаворит.Смятам да си купя сега II.",5.0
"Благодаря за темата! Аз не съм ползвала, но мисля да си подаря скоро един ANR, така за проба, но може би ще е от 30мл., че да не рискувам много. И освен това ми е интересно да чета темата, така че с удоволствие се записвам.",0.0
Не си представям и ден Без серума Advance Night Repair.,5.0
+ resiliance lift околоочния,5.0
Моят най-любим продукт е Idealist А от декоративната козметика - новите червила Pure Color Envy Sculpting Lipstick.,5.0
"И моят,серумът за порите.Advance Night Repair серума също много го харесвам.",5.0
"Ами да се включа с нещо съвсем различно - ANR.  Първият вариант на серума.Надявам се скоро всички да сме така очаровани от нещо ново, имам предположения с един продукт, да видим   Благодаря на Денси за темата",5.0
И аз от години ползвам Idealist- без него не мога.,5.0
"Аз с Идеалиста не се разбрах - дори не разбрах какво действие има върху кожата ми - озарява ли и действа само визуално, или всъщност помага за изравняване на тена на кожата. Използвала съм две и повече не бих. Явно не е моят продукт.А Ести ми е любима, много любима марка Бъбъл, моля те, кажи повече за серума за порите.",4.0
"Благодаря за новата тема!Много харесвам Идеалист: направо не мога без него; като ми привършат серумите на други брандове, ще си взема Advance Night Repair: ползвала съм много мостри от него и съм доволна. За сметка на това започвам сериозно да се отдръпвам от Клиник. Преди си ползвах с удоволствие Супердифенс, но новата му формула ми идва тежка. Така че, като дойде време да си купя нов дневен крем, май ще е на Ести.",5.0
"Благодаря за новата тема! На ЕЛ от бялата козметика съм най-доволна от Idealist. При мен визуално заглажда лицето и свива порите.От декоративната козметика имам две от новите червила, които харесвам и ползвам често. Скоро взех и спирала за обем, но още нямам категорични впечатления.",4.0
"Харесвам измиващите продукти на Ести, от кремовете - не успях да намеря подходящ за мен. Спиралите им също не са ми фаворит, бих искала да пробвам тяхно червило.",3.0
"Само на мен ли идеалистите ми оставят златист, непопит слой на лицето?",1.0
