"I love this scent...I'm not sure how to describe it...rich, but not over powering...woodsy, yet floral - but not too sweet...musk, but not over done or '70's style! Then there is an after scent that reminds me of a wonderful, rich soap! The bottle is small, but much larger than many of the others I've tried...which is nice...it allows you to truly sample this lovely perfume before you spend a substantial amount on a full size bottle. You just can't go wrong with Estee Lauder!",5.0
This scent was not what I was expecting in a really good way!! It was subtle and sexy and I am impressed at how Estee Laudercontinues to build on the former foundations of success with they're new inventions of fragrance...Wonderful!!  And congratulationsto the folks behind the scenes formulating some really exquisite scents.,4.0
"pretty much of a rip-off, I received this same size when I bought another Estee Lauder perfume for FREE.  Love the scent tho.",2.0
"I love the fragrance of Modern Muse.  It is being worn all day and night and not being tired of.  It'a not too sweet and has a professional aroma. So if any women wants to look good, sound good, feel good, and SMELL GOOD also, try Modern Muse.  You'll definitely bepleased.  I am.Seesee Davisp.s.  An improvement on Modern Muse would be to have a spray attachment on the bottle, or have a cap that screws on. The cap  slides off the travel size I purchased.",3.0
"Has a very modern scent. Crisp and light. Wanted the travel size just to find out if I wanted the big bottle. Will be ordering more. The only problem I have is the top - it is not a spray, and the top does not screw down, it is just a stopper type. Do not think I would want to use this for travel unless it was in purse and placed upright.",4.0
"I rarely wear perfume, but a sample in a magazine caught my attention. I was really drawn to it. I put the sample away for a few days and brought it out periodically over the next 2 weeks to see if this was something I really wanted. It was!  Best pricing I found was on Amazon.",5.0
"I love the scent, but when I tried to take the cap off to spray it, the part that sprays the perfume was stuck to the cap and it nearly spilled everywhere. I still can't get the piece out of the cap without almost breaking it.",2.0
Best things come in tiny shapes and pieces. Delicious smell.. 👌,5.0
"This is not a spray bottle, and I just don't see the practicality of a purse spray that you have to pour onto your fingertips and spread onto your skin.  Not convenient if there's not a nearby sink.",3.0
My favorite,5.0
"I haven't found a scent I could stand wearing in a very long time. When I got a sample of this, I found I enjoyed wearing it. It was very subtle. I was a bit afraid to go for a large bottle because in the past I found the full size versions are stronger than the samples. So I bought this mini size to give it a try. The scent is the same and I do like it very much. The bottle, however, is not what is pictured here and it doesn't have a spray. The only way to use it is to remove the top and splash it on myself. I find this inconvenient and I'm even more annoyed by the product I received because it seems like a bait and switch. I'd buy a big bottle but not here, because I don't know what I'd get.",3.0
just the perfect little spritz to carry. light fragrancr,5.0
Happy to have a size small enough for travel,5.0
"Absolutely obsessed with this perfume! Was an accident how I came across it , smelling it in one of those samples they put in a magazine at my mom's house and I just fell in love with it. Very sophisticated smell, def not a young teenie bopper smell.",5.0
"Very feminine smelling perfume, my new favorite. Qick shipping!",5.0
"I ordered a small bottle because I wasn't sure what it was going to smell like on me. I was impressed, it smelled great and I will order a larger bottle now.",4.0
We nice. I love this perfume. Last very long.,5.0
Very small bottle but I like the product.,4.0
I've been using this perfume for many years...please do not buy.This is not the original package ...CHEAP KNOCK OFF.,1.0
great purchase,5.0
NICE SCENT,5.0
I wish even though i bought the smallest size that it still came in a spray bottle. This scent is heavenly! Will buy the full size,4.0
I sent it to my fathers girlfriend and she enjoys it!,5.0
I love the smell of this fragrance! I will continue to purchase this item,5.0
"Although I like all of the Modern Muse parfums by Estee Lauder, my favorite is Le Rouge... but these smaller bottles are perfect for travel.",4.0
"My daughter asked for this lperfume last year for Christmas.  It came in a very small bottle.  But she loves it so much she asked for a large bottle this year!  It's a wonderful, soft fragrance.",5.0
"I love good perfumes and this one didn't disappoint.  Not only did I receive the item purchased, but I received it earlier than initially stated.",5.0
was everything i expected,5.0
too much for amount that you get,5.0
Very nice scent.,4.0
"I love this fragrance,  it's so fresh.",5.0
"Small for the price. Love the fragrance, arrived early.",4.0
Love it lots of compliments!!!,5.0
"You don't need alot to have it go a long way.  Whenever I wear it to the office, I have people asking me what I'm wearing because my office smells so nice!",5.0
"everything she makes its golden,makes you feel such a lady wearing her fragrance you feel free like its you and the world!",5.0
Love this perfume.  Its smells clean and fresh and it lasts all day  now I need a Big bottle when I can afford it LOL  Will buy Again,5.0
I wasn't crazy about the fragrance,1.0
Loved just wish it came in bigger size,4.0
perfect size,5.0
Excellent.....,5.0
Good product.,4.0
I love this scent!  The value of the product was great as well.,5.0
"The smell is perfect. Not too overbearing, with nice soft lingering scent.",5.0
I love this fragrance.  It's so fresh and flowery.  It's like a breath of fresh air.,5.0
Smells amazing very subtle,5.0
"After I got a free sample online my wife started to love this smelly stuff....I think it's ok, but if she likes it so do I!",5.0
My wife likes this perfume so if she likes it I like it,4.0
great product.. I hope I get some for Christmas..,5.0
This fragrance is absolutely irresistible!! Grown and sexy....,5.0
💯 😘,5.0
Small great,5.0
nice,4.0
ok,3.0
very nice size,5.0
LOVE!!!!,5.0
Perfect!!!,5.0
I personally don't think it smells good at all . It smelled much different in the magazine. Not impressed at all.,1.0
"The photography made the item look bigger, so therefore, when it came in the mail I was disappointed. It was for a Mother's Day gift.",2.0
"I had ordered two Modern Muse Le Rouge, just got and and tested it, after 10 minutes its aroma was gone. This is fake one and don't last !I want my money returned along with double shipping charge ! !",1.0
"This is not real Perfume as the scent fades. Also, on the box it says ""NOT FOR SALE"" which means it is samples. Very disappointed.",1.0
"Estee Lauder has done it again!!!!!  Modern Muse will be my new signature scent. I love it because I suffer from sinusitis and can tolerate very few scents. This one is beautiful...  and doesnt bother my nose.  A sexy scent without being too overbearing.  Love, Love Thank You!!!!",5.0
Love the price and the smell is wonderful!.I'm always being asked what I'm wearing. All perfumes smell different for each individual and I found my New Favorite One Now. Love the bottle design very chic.,5.0
It did got here on time but I dont know for sure if this on is .24 oz or not,5.0
Fresh smell my husband loves this on me,5.0
Love this!,5.0
