"I bought this powder for my Mother. She's always used Youth Dew. It's what her Mother used, and my Mother inherited her old powder box after she passed away. She's always just refilled it with the powder from the set that she gets every year for Christmas, which comes in a small plastic container, but her Mother's box was falling apart and she was really sad about it. She was so, so excited to see that this was exactly like her Mother's box. She kept the old box for sentimental reasons but is now using this one daily for her powder. She also really likes the puff that it comes with, because it's larger than the one that comes with the set.Youth Dew is a very nice, light scent and I can't imagine my Mother smelling any different! This is a great price for this big box of powder, and will last her a very long time. She can generally make one of the smaller plastic containers last nearly a year!",5.0
"I used to buy this scent all the time.  I loved it so much and always got compliments about the scent.  This is the first time I ordered it again after a long time and it just doesn't smell the same!  Maybe it's me and my ""smeller"" has changed?  Can't figure it out.  I am going to try this scent again in the lotion.  We shall see!!!!",3.0
The smell is pleasing without being overpowering. It is incredibly helpful during the hot months of summer.,5.0
"I love the scent because it stays with me for a long time.  Also, another thing I like is that I can leave the lid open all the time, with the dusting powder puff facing out.  I leave it this way because it makes my bathroom have a delightfully fresh, sweet smell.",5.0
"Loved it originally as a gift.  But found department store in our area stopped selling it saying it was discontinued.  So happy to find it on Amazon.  Fragrance is light and subtle not overpowering.  Rather elegant & refreshing, I'd say.  As long as it's sold, I'm buying. Thank You.",5.0
the outer box was very nice but the inner box is just cardboard with a hole in it the plastic piece came off and left sticky residue around where I use the sponge to get the powder.  Was not happy with the inside box at all,2.0
"Only dusting powder left on the market as far as I know. My Mum used it, so I still want to use it.Keeps body dry and smooth, clothes slid on easily and don't cling.Soft scent, all day.",5.0
Have used this product for years. It is so convenient to have it arrive right at my door instead of having to stand at a counter at a department store.  Did take a little longer to arrive than going to the store but the convenience more than made up for it.,5.0
"I have used Este Lauder since I was a teenager, my Mothers used it all the time. Scent is not overpowering, I like the container, will order again soor.",5.0
What's not to love. Getting hard to find in dept stores.,5.0
"My wife uses this product all the time,loves it . Got it for her .",5.0
"Loved this scent as a younger person, needed to pamper myself and this made me happy.",5.0
I have been using Youth Due for 50 years.,5.0
I love Este Lauder Youth Dew scent. I have used it for many years and love it.,5.0
I've used Estee Lauder youth dew dusting powder for years. Love it.,5.0
"Perfect, exact as described. Smells wonderful and works well.",5.0
Long lasting - one box lasts for months used once a day - nice light scent that does not conflict with other scents.,5.0
