Lots of compliments on this fragrance - - - but everyone's body chemistry is different.,5.0
Love the perfume and the fast shipping!,5.0
Wife loved it and she smelled great,5.0
Love this scent.,5.0
Love it,5.0
Good,5.0
NICE,5.0
love it,5.0
Love this fragrance which I have used for years.,5.0
"I was a little leery of this perfume after reading another review that it was possibly unauthentic. However, Estée Lauder manufactures in Switzerland and my batch # and barcode (I checked with my Target app) both checked out.",5.0
great price,5.0
good deal,5.0
"Love this perfume, my longtime favorite, just wonderful ;)",5.0
"My favorite perfume and it arrived in one piece. Did not have a stale, rotten scent. Smelled wonderful as if I bought it from Macy's.  Very pleased.",5.0
Gift for my mother. she lokied it alot.,5.0
"This was a gift for my daughter.  I wore this perfume when she was younger (before I discovered that it was one of my ""triggers"".  I got it so she could think of me whenever she wears it.",5.0
"My wife uses Cosmetique club and the Celeb perfumes of the month. I didn't realize how much I missed her Beautiful smell until that first squirt. The wanna be perfumes come and go, but the tradition of Beautifl lives on forever",5.0
A sent aptly named.,5.0
Love It . . .,5.0
"This was a mother's day gift for my 95 year old mother-in-law. This perfume has long been her favorite, and she had used up her last bottle. This gift brought a sweet smile to her dear face.",5.0
Shipped well it was a gift and the person loved it,5.0
Purchased for my aunt who only wears this product. Ordered it not realizing it was the smaller size but she was pleased anyway with it.,4.0
My wife loves it.,5.0
Love this wonderful fragrance.  Had lots of compliments on it too!,5.0
I ordered this for my grandmother for Mother's Day and she absolutely loved the smell. She refuses to wear anything but this. The scent is not very overpowering and lasts all day. The packaging is also really pretty.,5.0
Came and smelled exactly like I remembered.,5.0
Love,5.0
I told you before that I was very satisfied it came quickly and intact and the price was right,5.0
Product arrived in a timely manner and was exactly as descibed. The wife was very happy with the item.,5.0
Nothing beats Beautiful fragrance! Such a treat for myself!  Also purchased the lotion!,5.0
My favorite fragrance at a great price$$$,5.0
It smells amazing!!! Smells just like it does at the stores!!,5.0
It's perfume....it smells exactly like the perfume in the stores...,5.0
One of my favorites  Arrived safely and as promised and on time,5.0
"Bought as a gift for my mom, and she loved it.  This is her perfume though so I suppose she is biased lol.",5.0
