"I want to let everyone know that this is not the same cream that is sold currently in stores. I'm not sure where this is coming from, but the packaging is not the same and the wonderful cucumber smell is not apparent. This cream is either old, discontinued or from out of the country, it's not terrible, but it is not the same cream. (See picture for comparison).",2.0
Exactly the same Daywear that they sell at the department stores. This moisturizer is the best I've tried - including over the counter ones - and it smells nice - like cucumbers - which provide a refreshing smell & feeling,5.0
I have used this moisturizer from 20 years. It is the best moisurizer and I worked at Macys and tried them all,5.0
"This is the best moisturizer that I have ever used.  It makes your skin feel really soft and makeup goes on smoothly.  It is pricey, but it's the best and if you use it daily you will be pleased with the results.  Even though I use it daily, one jar lasts me a couple of months or more.",5.0
"I thought this would be a good day moisturizer, but it isn't very moisturizing.  After I put it on, my skin still feels tight and flakes off.  Not satisfied with the amount of money I paid for this cream.",2.0
"I love this face cream.  I actually had a smaller sample version of it that was free with a purchase.  I used it ALL up and desperately needed MORE!  I love the fragrance and it makes my skin feel so silky smooth!  It's just a tad bit pricey (found it less expensive on Amazon), but it's worth it!",5.0
Love this product and was pleasantly surprised to find it here.,5.0
"This is an excellent product that I have purchased many times in the store.  I is not heavy, absorbs nicely, and I have not found anything better for my senior, thin, dry skin; however, I think it would be great on any skin.  My daughter loves it too.  My only concern is whether or not the jar is getting smaller.",4.0
Smells like cucumbers with great texture!,5.0
I don't know if I like it or not. It works okay on my skin (I got sensitive skin) but the SPF doesn't really protect my skin from the sun. It's too expensive if compared with Olay. I used Olay and it worked wonderfully.,3.0
"This is a wonderful product!  I used it for years, and I've had great results with it.  Once my mother move in with us, I bought it for her.  She had a really dry spot her forehead; but using this product has softened it.  I really like it because it has the SPF protection, too.  I recommend it to everyone and purchase it as gifts.  The recipients seem to love it and have begun to buy it for themselves.",5.0
This is a product that I love and have used for years.  I am thrilled that I can purchase it on line and at a better price that it costs at Macy's.,5.0
"this cream is very good, it can be used on any skin type. i am a black female, i have being using this cream, and all other estee lauder products for years, not only make me look younger, but smoother as well. i would recommend this line of product to anyone.",5.0
"After I opened it it became moldy. It also does not feel like the same stuff I've bought in the stores. I'm not sure if it is expired or what, but I didn't use the rest.",1.0
"We had a horrible experience with this Estee Lauder product. This product came with high recommendations and we were surprised when we started seeing rashes and scales on my wife's forehead and cheeks skin after 3-4 days of application. The rashes left a black patch and at places raw skin.We contacted Estee Lauder as we did not want to return a good product - which responded after 3 weeks - ""Products sold to our authorized accounts are genuine Estée Lauder. Amazon.com is not one of our accounts and we have no control over the merchandise that they sell. Further, we have no way of knowing how they obtained our products.""So I am stuck with a product which caused severe allergies and Estee Lauder telling me they cannot verify if this is a genuine product.",1.0
Great product.  Love the texture and SPF coverage.I use with other products from Yonka and Clinique and it's just the right moisturizer coverage for my normal to dry skin.Buy it!,5.0
"I can't live without this product. I use it every morning and sometimes 1/2 way thru the day. The SPF is a must everyday to keep your skin looking young, but this product also takes away my dark circles as makes my akin look radiant.",5.0
Was not able to find this product in the stores in our area.  Product has been used for many years and wanted to continue it's use.  Am well pleased and would recommend this product to anyone.,5.0
Nothing better on the market.  Moisturiser tends to make me break out.  I have been using this for years and every time I try something else I go right back,5.0
the best- smell is lovely and the product works. love love love,5.0
This product works pretty well and is better than many product creams on the market. My skin is certainly better and less dry using it than it was before.,3.0
I love it.  Estate Lauder product is number one.  I will continue to buy it and recommended to my friend.,5.0
I've been using this for years. I just love it.,5.0
Great cream.  Many complements.,5.0
Have been using the product for several years and highly recommend the product if you have sensitive skin. Great Results!,5.0
"I love this cream, I have used it for years",5.0
I am pleased with this product.  It is the 2nd time I purchased it.  It goes on smoothly.,5.0
I love this product.  Not only does it block out the Florida sun.  It keeps my skin amazingly soft too.,4.0
Daughter loved it.  Thanks!,5.0
"I gave this to my daughter and she loves it.  She always asks for it for a Christmas and Birthday gift.  She use to use Clinque, but due to her age now she changed to Este Lauder.",5.0
"I love this product--even though it is more expensive than I would normally pay for any cosmetic item.  It not only moisturizes very well, it is smooth and creamy and has this terrific light cucumber scent.  I normally don't like scented products either, but this one is irresistible!",5.0
Perfect,5.0
"I use this product, It smells so pleasant like cucumbers, Well packaged and delivered.",5.0
Can't live without it. Good price.,5.0
I wear everyday and have for several years.,5.0
Favorite beauty line.,5.0
Exactly what I expected at a good price,5.0
Perfect i love this creme,5.0
love it,5.0
really nice for my skin.  I am a senior citizen and switched from the lotion to this creme this year.  I have used day wear for at least 10 years,5.0
I love this cream. It goes on nice and keeps my face from being dried out throughout the day. It keeps me looking younger then I look.,5.0
I use this product on a regular basis. Great product.,5.0
been using it for years and I love it.,5.0
Have been using this product for awhile and it just makes your skin feel so good and moist!,5.0
my favorite day cream,5.0
Great product. Keeps my skin from looking dry.,5.0
Do compare to similar products or services and share how long you've used this product.,4.0
The Best cream I ever had!,5.0
The price on this product is much better than in the store and met my expectations.  Do plan to purchase again.,5.0
"Very good product, reasonable pricing, convenient & prompt delivery!",5.0
Good,5.0
Everything was good,5.0
The best in the market,5.0
"Fast shipping, good price",5.0
does my face good! I use it all the time.,5.0
Product perfect,5.0
that‘s ok 。i like it,5.0
Nice face cream.  I recommend trying it,4.0
we received the itme quite quickly. We was very surprise due to the very good price we got.My wife is very pleassed and looking forwared to purchase new one.,5.0
Have use for years.  Good product.,5.0
The best day moisturizer ever,5.0
It is very Google.,4.0
Wife loves it,5.0
Nice non-greasy cream that can be worn daily. A bit expensive but you pay for the name and you get what you pay for.,4.0
"I've been using this product for years.  I've tried other products over the years, especially if I'm trying to economize, but I always come back to my Estee Lauder products.  They seem to work for me no matter my age.  I also think they work best if you use them together with other Estee  products.  I've done both, but I get the best results when I use daywear with Estee foundation.",5.0
