"Love this face cream, smells amazing at night and puts you right to sleep. Leave my face feeling smooth and younger looking in the morning.",5.0
This night cream is great😀,5.0
Love these products.  They work.,5.0
Great,5.0
"skin smoothing, softening, moisturizing",5.0
"Received it quickly. The seller's service is outstanding and I would definitely buy more products from them. The product comes fromEstéeLauder so it is quality. This works to hydrate my face at night and though it is expensive, I would certainly buy more.",5.0
Great cream,5.0
I like the feel and smell.  doesn't break me out either.,5.0
"I have been using it for a long time, always liked the brand",5.0
Love it!😀,5.0
Exactly what I wanted for travelling,5.0
the moisturizing effect is very good,5.0
"Love, love, love!",5.0
Lauder always superb product!,5.0
excelent,4.0
The wife loves the stuff. She says it's working and recommends it to everyone.,5.0
Good moisturizer for overnight.,5.0
Tried and tested. Makes my mom who is 84 look like she's in her 60s. She's been using this product for many years now.,5.0
"This stuff plus the Advanced Night Repair Serum is amazing. 54, combo skin. I saw great gains even after the first use in the appearance of pores, texture of skin, and hydration. The longer I use it, the more glowy my skin looks.",5.0
"I have been using Estée Lauder products for years, love them, and recently my store has been out of the night time Resilience. Offered another product that I do not love.  So happy I found ""my"" night time cream on Amazon.",5.0
My wife loved the resilience night cream.....Drop the price and I would buy a lot more.,5.0
My favorite facial moisturizer. I've used it for many years.,5.0
So far it has been a very pleasant experience.  Great moisturizer and I believe it seems to be firming as advertised.  I will know more definitely how well it firms after I have used it over a longer period of time.  Pleasant fragrance and nice consistency.  It doesn't take a lot to do the job so that makes it financially a good buy.  I also use the day formula with SPF and like it also.,4.0
"Good morning,The Estee Lauder product I received in March 2015 is fake and I'd like Amazon to solve this issue and put my refund back into my credit card. I have been using this product for years and I know it very well but this one has different texture, smell even it has kind of mint scent that is not right. This is dissapointing and hope this will be solved asap.Thank you,",5.0
I can not stop using them they are good for my flecks skin. I'm over 60yrs now. My is R N.,5.0
It was a gift!!,1.0
Not good! Don't waste your money!,1.0
