"This stuff smells great!! Very sexy yet subtle. I have bought my wife many perfumes and she has a nice variety to pick from, but this is one of both of our top 3. She receives many compliments on this one.",5.0
This has a gentle powder like scent. It is not overpowering in any way. It's a great fragrance for those who prefer a lighter scent.,5.0
Wife loved it. Price was quite good,5.0
"Great musk fragrance,  lots of complements.",5.0
Huele muy bien,5.0
My favorite perfume.  Light fragrance.  Receive many compliments my perfume.,5.0
Great price,5.0
"Very nice smell, fresh",5.0
This was purchased for my wife and she loved it. Would purchase again without any questions and would recommend the seller and product to others,5.0
Great product.,5.0
Excellent service & product thanks!,5.0
This item is EXACTLY what I expected.it arrived when it was promised and I can't give a better review. It was brought right to my front door and left it on the porch as I expected.  Thank you!,5.0
Favourite perfume. The black pepper and bergamot is such a great combo,5.0
Great value for my cost. I was surprised by the size of the bottle. Wife loved it!,5.0
Smells delicate. Perfect for the grown woman who no longer wears celebrity created perfumes.,5.0
Fell inlove with this perfume a few years ago. Doesn't disappoint. Beautiful non-overpowering scent. Will appeal to young girls as well as 50-somethings.,5.0
My favorite scent. Got a bottle twice the size and half the price as the one I buy at Macy's.,5.0
Was very satisfied with my order,5.0
LOVE this scent! It almost has an old fashioned scent to it without being too grandmothery.,5.0
I am a big Estee Lauder fan and I tried this brand for the first time and I love it already.,5.0
"I'm so sensitive to smells.  It can easily trigger my headache,  but this one is very soft and sweet. My 3rd bottle",5.0
This is a very soft and lovely smell. Wish it were a bit stronger and lasted longer.It does cost a lot. I just use it sparingly.,5.0
I like the Regular Sensuous better!,4.0
Great value for the money! Love the scent!,5.0
I really liked how it smells,4.0
My favorite... I still can't believe the price since this is 98.00 in department stores!!,5.0
Love the fragrance!,5.0
She smells great!,5.0
Nice packaging and bottle.  Not quite the smell I was after.  I think I wanted the sensual and not the sensual nude.,3.0
Love the scent.,5.0
No issues,5.0
"Same product, same great smell for a whole lot less.",5.0
Great price for this product !,5.0
Item was delivered as promised.,5.0
Love this scent.  I get lots of compliments when I wear it.,5.0
lovely scent,5.0
Lovely perfume!  I purchased the large bottle for the small bottle price!,5.0
I love this scent.  The bottle is gorgeous and about the size of my palm.,5.0
I love this parfum and it arrived shortly after I ordered It..very happy customer,5.0
You cannot go wrong with Estee Lauder.,5.0
Price was great. Small bottle price for the big bottle.,5.0
great scent! shipped quickly!,5.0
"nice smell, but doesn't  stay for long.",3.0
"This is my favorite scent, and it was available for $30 off. The package arrive early! Very satisfied.",5.0
Great fragrance,5.0
Wife well pleased.  Would purchase again.,5.0
love it,5.0
"Great smell feminine and fresh, my hubby loves it.",5.0
"Smells is perfect , love them",5.0
"It smells good, it is not for me.",3.0
My wife loves it. So I love it. It made a good birthday present.,5.0
perfect product and good price,5.0
Love this scent and ordering it from Amazon was a breeze!,5.0
Very happy. Thanx,5.0
I have fallen in love with this scent!! I smelt it at Ulta and I immediately wanted to bathe in it. lol. I rushed to amazon to order it within the hour. I get soooo many compliments on it. This scent is subtle yet packs a punch; it lasts on me for quite a while. I will be getting this in a travel size because I always want to have it on me. Definitely my new favorite!,5.0
"What an incredible scent, its like a fresh tropical breeze mixed with fresh cotton and a hint of coconut. I love this as a daytime perfume because it is more versatile than my usual favorite (Gucci Guilty) which I sometimes feel is a little more for evenings/winter/romantic night out. This scent is sophisticated but great for the summer heat too, everyday wear and especially nice for vacations. (Try EL's Bronze Goddess for you beach days, wonderful paring)",5.0
This is one of my favorite scents. I get SO many compliments when I wear it. I personally think the scent is just the right strength. Not too much and not too little. It lasts throughout the day and can be a great day to night wear perfume.,5.0
"I love parfums and this is by far my favorite.  It is sweet and elegant.  It last a long time. It is a classic, in my mind.",5.0
Love the smell! So soft and subtle! Got compliments since the first day I wore it! Will buy again!,5.0
"When I first smelled this scent from an insert in a magazine, I immediately fell in love with it.  I love this scent.  It's very sensuous and sexy and soft.  The lotion compliments it or can be worn alone.  I knew it was a hit when I was outside Wet Willie's and a man walked up to me and complimented me several times about the sexy scent.  It was such a nice surprise to hear a studly man loved the scent as well.  Ladies, this is a must have.",5.0
My favorite perfume ........good price.,5.0
love it,5.0
it is great!,5.0
"Wife loves this product.To me synthetic motor oil,  is more attractive.Motor oil lasts longer as this product goes bad too quicklyAs I say, to each his/her own.",5.0
"I think this is a lovely scent, soft and light and a bit sweet. It has too much of a vanilla undertone for me so I will not re purchase.",3.0
Should have tried in store before purchased. My fault. Several Reviews  said smelled like coconut: not the coconuts I have smelled. Disappointed. Wanted a coconut scent. Delivery was excellent. One for the garbage.,1.0
I smell like a little old lady.,2.0
"I love this perfume.  I first got it as a gift - which always makes me nervous as I react to certain perfumes - and not in a good way.  This was perfect.  Very light, yet scent seems to last.  Get many compliments when wearing it.  I purchased the same size from Bloomingdale's - $$$$.  I decided to look on Amazon - exact same perfume - and same scent as in my old bottle.  Very pleased.",5.0
"This perfume is just ok. I received a free sample from Macy's which I loved and I just had to order it. But when I received this, it was nothing like what I remembered the sample to be. Not sure if I received an old bottle or what.",3.0
This product sucks.  I got this from my wife and when returned from training she said that the smell did not last like the ones in other store.  I am thinking we got ripped off.,1.0
"Arrived on time  , great scent  , large bottle  . Great deal",5.0
Bought this as a Christmas gift for my wife. It smells wonderful and she loves it. So do I.,5.0
"My husband and I went perfume shopping (his idea) and tried every perfume in the department store. Finally ended up at the Estée Lauder counter, and immediately fell in love with this fragrance. The name is accurate... clean, soft  (nude) and sooo sensuous... If you are looking for something your coworkers and friends will smell and comment on, this isn't it... this is subtle and comes to life in the warm areas... I love it!!!! So does he!!! Worth the price...and I don't pay extra for anything! 💞",5.0
"Love this perfume, much more affordable on here and huge bottle.",5.0
Nice spicy perfume. The one I got was genuine.,5.0
I just LOVE this scent. I am hooked!!!,5.0
"The last bottle was running low, so I purchased this for my wife. The price for the big bottle was less than the in store price for the small bottle, and they're both identical - parfum, not toilette.",5.0
Love love love this smell.  Buying it on Amazon saves me $40 per 3.5 oz spray bottle if purchased at a local high end department store. Couldn't be happier.,5.0
Favorite fagrance,5.0
Very nice fragrance.,5.0
"Great price, half the price of the retail stores - my lady is happy",5.0
This is a beautiful fragrance. Tried the senuous first but love this one even more. I get many compliments on the Senuous Nude. Price was much better than in department stores with very fast shipping.,5.0
"This is my only favorite fragrance and I was excited about my order which I received today. Now, I am disappointed because the scent is not the same as ampule samples. It is okay, I guess. I am just .very disappointed!",3.0
"Great smelling product. All I can say is, when your woman applies this product...""watch out now""Not to strong, jjjjjust right!!",5.0
"My wife loves the scent, to me it's not an overwhelming smell but you know it is there. Not an attention getter either...IMO",5.0
Does not smell like the original perfume,2.0
I am wondering if this was a knockoff version instead of the real thing as the fragrance seems weaker than prior purchases.,2.0
"Love E. L. !! Never too heavy, never too light. Just love 'Beautiful', but thought I'd try this--not disappointed! Complimented on it FIRST THING when I walked into work!",4.0
Bought this item as a mother's day gift for my mom and she loves it I even love it and it was the same bottle from macys,5.0
A wonderful scent~ A great value !!!,5.0
"I liked the fragrance, but it doesn't last at all.  Gone in 15 minutes.  Would not buy from this site again.",2.0
Wife very happy!  The size of the bottle and the cost was amazing!  Priced it in the malls and those prices are ridiculous!! Packaging was awesome!  Not just in a box but bubble packaging on the bottom and top of her perfume....perfect.  thank you !,5.0
"Beautiful scent, I have worn Estee Lauder Beyond Paradise forever. This is a an almost opposite scent not flora or swee, kinda has a musk scent and very light",5.0
I love it! I won't use anything else I absolutely love it!,5.0
"This is a great perfume! My friend introduced it to me, and I love it. Only negative? I wish it had a lot more staying power!",5.0
Got this as a gift.  She loved it!,5.0
Bought this for my Grandmother who has been wearing Estee Lauder for over 40 years and SHE loves it!!!,5.0
This fragrance is very different than any other fragrance I've tried. It is perfect for summer because it has almost a beachy scent. It is neither floral nor fruity. It's very different but also very lovely. Lasting power is great.,5.0
"Very pleased with the price but it seemed to have an ""old"" smell to it like it had been sitting around for a while.",3.0
"Everything was okay, smelled great but i noticed there was a small crack..? How? Shipping maybe?",1.0
